"","Organism Group","Life Stage","Species","Estimated Maximum Ingestible Size (mm)","Level of Biological Organization","Exposure Route","Environment","Acute/Chronic","Exposure Duration (days)","translocatable","Effect Score","Effect Metric","Broad Endpoint Category","Specific Endpoint Category","Empirical Tissue Translocation ERM Conc. (log 10 particles/mL; 1-5,000 um)","Empirical Food Dilution ERM Conc. (log 10 particles/mL; 1-5,000 um)","PA_fraction","PE_fraction","PET_fraction","PLA_fraction","PMMA_fraction","PP_fraction","PS_fraction","PUR_fraction","PVC_fraction","fiber_fraction","fragment_fraction","sphere_fraction"
"713","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"714","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",4.87954177780327,1.89834802456988,0,1,0,0,0,0,0,0,0,0,1,0
"715","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",4.27546713121826,2.84121197712832,0,1,0,0,0,0,0,0,0,0,1,0
"716","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",3,"NOEC","Fitness","Development",5.43325909722669,2.08785039464634,0,0,0,0,0,0,1,0,0,0,0,1
"717","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",3,"not_available","Fitness","Development",3.03531908855465,-0.310089614025701,0,0,0,0,0,0,1,0,0,0,0,1
"718","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"719","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",6.37711638005344,2.99744200440679,0,1,0,0,0,0,0,0,0,0,1,0
"720","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",10,"non-translocatable",3,"NOEC","Fitness","Body Condition",5.11399879279861,3.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"721","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"722","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"cell","water","Marine","Acute",0.063,"translocatable",1,"NOEC","Fitness","Reproduction",5.43325909722669,2.08785039464634,0,0,0,0,0,0,1,0,0,0,0,1
"723","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Acute",4,"translocatable",6,"NOEC","Fitness","Mortality",4.51485031876261,3.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"724","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Acute",2,"translocatable",6,"LC50","Fitness","Mortality",8.81485031876939,7.92826452422406,0,1,0,0,0,0,0,0,0,0,1,0
"725","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"726","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"727","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",1,"translocatable",6,"not_available","Fitness","Mortality",1.12711008256417,0.480301203696401,0,0,0,0,0,0,1,0,0,0,0,1
"728","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"tissue","water","Marine","Acute",10,"non-translocatable",1,"NOEC","Alimentary, Excretory","Digestive Tract Histological Abnormalities",5.41050225141479,3.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"729","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",6,"not_available","Fitness","Mortality",4.65510784699045,4.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"730","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Reproduction",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"731","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Detoxification",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"732","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"733","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",2.27546713121826,0.841211977128321,0,1,0,0,0,0,0,0,0,0,1,0
"734","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"735","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"LOEC","Fitness","Mortality",3.05405449988716,2.52704529256032,0,0,1,0,0,0,0,0,0,0,1,0
"736","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"737","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.51485031876261,2.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"738","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"739","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"740","Crustacea","Early","Tigriopus fulvus",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",4.81893132474007,3.89799206443084,0,1,0,0,0,0,0,0,0,0,1,0
"741","Crustacea","Juvenile","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"not_available","Metabolism","Carb Metabolism",3.09679844927477,1.43077825232444,0,0,1,0,0,0,0,0,0,0,1,0
"742","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"743","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",10,"non-translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"744","Mollusca","Early","Crepidula onyx",4.0445581424139,"organism","water","Marine","Chronic",95,"translocatable",3,"not_available","Fitness","Development",0.686791475699936,-2.91271676263729,0,0,0,0,0,0,1,0,0,0,0,1
"745","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"746","Crustacea","Adult","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"not_available","Metabolism","Carb Metabolism",3.85376040058848,2.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"747","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Reproduction",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"748","Crustacea","Early","Paracyclopina nana",0.168691080099539,"organism","water","Marine","Acute",7,"translocatable",3,"not_available","Fitness","Development",4.56531327108889,3.99478656841663,0,0,0,0,0,0,1,0,0,0,0,1
"749","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"NOEC","Fitness","Reproduction",5.27546713121826,3.84121197712832,0,1,0,0,0,0,0,0,0,0,1,0
"750","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"751","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"752","Crustacea","Early","Hyalella azteca",0.112,"organism","water","Freshwater","Acute",10,"translocatable",3,"LOEC","Fitness","Growth",2.79864183850093,3.12250215577758,0,0,0,0,0,1,0,0,0,1,0,0
"753","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",5.45121967428635,2.84239012386345,0,1,0,0,0,0,0,0,0,0,1,0
"754","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"not_available","Fitness","Reproduction",2.81802324624991,2.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"755","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"756","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"757","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"not_available","Fitness","Reproduction",2.81802324624991,2.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"758","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"759","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"EC10","Fitness","Reproduction",5.95383544524285,5.87545895482423,0,0,0,0,0,0,0,1,0,0,1,0
"760","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"not_available","Fitness","Reproduction",-0.317456423079534,-0.677914220825225,0,1,0,0,0,0,0,0,0,0,0,1
"761","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"762","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"not_available","Fitness","Reproduction",4.95613784265443,4.38561113998217,0,0,0,0,0,0,1,0,0,0,0,1
"763","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"764","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",2.51485031876261,1.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"765","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Detoxification",1.31552673818394,-0.634761464958561,0,1,0,0,0,0,0,0,0,0,1,0
"766","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"translocatable",6,"NOEC","Fitness","Mortality",4.637379080132,3.4017179748524,0,0,0,0,0,0,1,0,0,0,0,1
"767","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"768","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Detoxification",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"769","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",3,"not_available","Fitness","Growth",1.81802324624991,1.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"770","Mollusca","Juvenile","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Chronic",80,"translocatable",3,"not_available","Fitness","Body Condition",1.64103398502701,-1.22725346300648,0,0,0,0,0,0,1,0,0,0,0,1
"771","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"non-translocatable",6,"LC50","Fitness","Mortality",3.20590675573342,3.88512166257888,0,0,1,0,0,0,0,0,0,1,0,0
"772","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"773","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"non-translocatable",6,"not_available","Fitness","Mortality",0.35390437348849,-0.301065452428265,0,0,0,0,0,0,0,0,1,0,1,0
"774","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"775","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"776","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"non-translocatable",4,"not_available","Fitness","Reproduction",2.13335608858481,2.81257099543027,0,0,1,0,0,0,0,0,0,1,0,0
"777","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",2.51485031876261,1.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"778","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"779","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"780","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",3,"not_available","Fitness","Development",3.03531908855465,-0.310089614025701,0,0,0,0,0,0,1,0,0,0,0,1
"781","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"782","Crustacea","Adult","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",6,"not_available","Fitness","Mortality",3.85376040058848,2.18774020363815,0,0,1,0,0,0,0,0,0,0,1,0
"783","Mollusca","Early","Crepidula onyx",4.0445581424139,"organism","water","Marine","Chronic",95,"translocatable",3,"NOEC","Fitness","Development",4.83291951137817,1.23341127304095,0,0,0,0,0,0,1,0,0,0,0,1
"784","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"785","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"786","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",1.44552043527663,0.299386111692246,0,1,0,0,0,0,0,0,0,0,1,0
"787","Rotifera","Early","Brachionus koreanus",0.0547861879401367,"organism","water","Marine","Acute",12,"translocatable",4,"not_available","Fitness","Reproduction",1.74077881801895,1.75344077395575,0,0,0,0,0,0,1,0,0,0,0,1
"788","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"EC50","Fitness","Reproduction",1.15511720404006,1.16911831894408,0,0,1,0,0,0,0,0,0,1,0,0
"789","Crustacea","Early","Artemia parthenogenetica",0.27,"organism","water","Marine","Acute",14,"translocatable",3,"NOEC","Fitness","Development",3.12711008256417,2.4803012036964,0,0,0,0,0,0,1,0,0,0,0,1
"790","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"not_available","Fitness","Reproduction",3.65510784699045,3.08458114431819,0,0,0,0,0,0,1,0,0,0,0,1
"791","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",4,"EC10","Fitness","Reproduction",6.01660823624612,5.93823174582751,0,0,0,1,0,0,0,0,0,0,1,0
"792","Crustacea","Early","Tigriopus fulvus",0.104679876581976,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",2.81893132474007,1.89799206443084,0,1,0,0,0,0,0,0,0,0,1,0
"793","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Oxidative Stress",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"794","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",6.24940055826859,2.32788438177174,0,1,0,0,0,0,0,0,0,0,1,0
"795","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",1.01902327956775,-1.07951665288284,0,0,0,0,0,1,0,0,0,0,1,0
"796","Crustacea","Juvenile","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",6.35083643845306,6.27245994803444,0,0,0,0,0,0,0,1,0,0,1,0
"797","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Metabolism","Detoxification",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"798","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"non-translocatable",6,"not_available","Fitness","Mortality",1.58039377840151,0.884031267326534,0,0,0,0,0,1,0,0,0,0,1,0
"799","Fish","Adult","Danio rerio",0.4,"organism","water","Freshwater","Acute",10,"translocatable",6,"not_available","Fitness","Mortality",3.7064921794501,2.85522770838938,0,1,0,0,0,0,0,0,0,0,1,0
"800","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",7,"translocatable",4,"not_available","Fitness","Reproduction",3.81802324624991,3.09789822968446,0,1,0,0,0,0,0,0,0,0,1,0
"801","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Detoxification",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"802","Crustacea","Adult","Gammarus pulex",1.44941288885944,"subcell","water","Freshwater","Chronic",48,"translocatable",1,"not_available","Metabolism","Lipid Metabolism",3.09679844927477,1.43077825232444,0,0,1,0,0,0,0,0,0,0,1,0
"803","Fish","Adult","Oryzias melastigma",2.76939075388703,"organism","water","Marine","Chronic",60,"translocatable",3,"not_available","Fitness","Development",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"804","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Metabolism","Detoxification",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"805","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Reproduction",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"806","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",0.825196813216299,-1.42092752555315,0,0,0,0,0,0,1,0,0,0,0,1
"807","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"LOEC","Fitness","Sex Hormones",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"808","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",4,"translocatable",6,"not_available","Fitness","Mortality",8.05405449988716,7.52704529256032,0,0,1,0,0,0,0,0,0,0,1,0
"809","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",6.15239239969762,2.99599582745918,0,1,0,0,0,0,0,0,0,0,1,0
"810","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"NOEC","Stress","Stress",5.55476334906748,3.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"811","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.42665148282556,2.76422743907297,0,1,0,0,0,0,0,0,0,0,1,0
"812","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"non-translocatable",4,"LOEC","Fitness","Reproduction",1.82435716324956,2.50357207009502,0,0,1,0,0,0,0,0,0,1,0,0
"813","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Acute",2,"non-translocatable",6,"not_available","Fitness","Mortality",2.84266286303435,3.58968508122125,0,0,1,0,0,0,0,0,0,1,0,0
"814","Crustacea","Early","Daphnia magna",0.11487,"organism","water","Freshwater","Chronic",21,"translocatable",6,"not_available","Fitness","Mortality",3.27546713121826,1.84121197712832,0,1,0,0,0,0,0,0,0,0,1,0
"815","Crustacea","Early","Tigriopus japonicus",0.168691080099539,"organism","water","Marine","Acute",14,"translocatable",4,"EC50","Fitness","Reproduction",2.55801403234739,1.98748732967513,0,0,0,0,0,0,1,0,0,0,0,1
"816","Rotifera","Early","Brachionus koreanus",0.0547861879401367,"population","water","Marine","Acute",12,"translocatable",5,"not_available","Fitness","Reproduction",0.740778818018948,0.753440773955746,0,0,0,0,0,0,1,0,0,0,0,1
"817","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"cell","water","Marine","Acute",0.063,"translocatable",1,"not_available","Fitness","Reproduction",3.03531908855465,-0.310089614025701,0,0,0,0,0,0,1,0,0,0,0,1
"818","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.11399879279861,2.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"819","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"not_available","Metabolism","Oxidative Stress",4.41050225141479,2.4602140482723,0,1,0,0,0,0,0,0,0,0,1,0
"820","Echinoderm","Early","Paracentrotus lividus",4.0445581424139,"organism","water","Marine","Acute",2,"translocatable",6,"not_available","Fitness","Mortality",5.4534223953616,2.4407118879191,0,1,0,0,0,0,0,0,0,0,1,0
"821","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"not_available","Fitness","Reproduction",3.51485031876261,2.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"822","Crustacea","Adult","Gammarus pulex",1.44941288885944,"organism","water","Freshwater","Chronic",48,"translocatable",2,"not_available","Behavioral, Sensory, Neurological","Feeding",2.15479039625246,0.488770199302132,0,0,1,0,0,0,0,0,0,0,1,0
"823","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"NOEC","Fitness","Sex Hormones",-0.152815033207773,-2.39893937197722,0,0,0,0,0,0,1,0,0,0,0,1
"824","Mollusca","Early","Crassostrea gigas",9.51890176843551,"organism","water","Marine","Acute",1,"translocatable",3,"not_available","Fitness","Development",5.03531908855465,1.6899103859743,0,0,0,0,0,0,1,0,0,0,0,1
"825","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",8,"translocatable",4,"not_available","Fitness","Reproduction",0.26341426917849,-0.0970435285672009,0,1,0,0,0,0,0,0,0,0,0,1
"826","Fish","Early","Danio rerio",0.4,"subcell","water","Freshwater","Acute",20,"translocatable",1,"not_available","Stress","Stress",4.55476334906748,2.90450562523854,0,1,0,0,0,0,0,0,0,0,1,0
"827","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",3,"not_available","Fitness","Growth",2.51485031876261,1.62826452421729,0,1,0,0,0,0,0,0,0,0,1,0
"828","Crustacea","Early","Ceriodaphnia dubia",0.03567,"organism","water","Freshwater","Acute",2,"translocatable",6,"NOEC","Fitness","Mortality",2.31802324622678,1.59789822966133,0,1,0,0,0,0,0,0,0,0,1,0
"829","Crustacea","Early","Daphnia pulex",0.07087,"organism","water","Freshwater","Chronic",21,"translocatable",4,"LOEC","Fitness","Reproduction",1.51485031876261,0.628264524217287,0,1,0,0,0,0,0,0,0,0,1,0
"830","Mollusca","Adult","Pinctada margaritifera",6.3959384728831,"organism","water","Marine","Chronic",60,"translocatable",1,"not_available","Circulatory, Respiratory","Respiration",-0.0299072955965146,-3.38764690003905,0,0,0,0,0,0,1,0,0,0,0,1
"831","Mollusca","Adult","Crassostrea gigas",9.51890176843551,"subcell","water","Marine","Acute",10,"non-translocatable",1,"NOEC","Metabolism","Oxidative Stress",5.11399879279861,3.01545886034801,0,0,0,0,0,1,0,0,0,0,1,0
"832","Fish","Adult","Oryzias melastigma",2.76939075388703,"subcell","water","Marine","Chronic",60,"translocatable",1,"not_available","Metabolism","Detoxification",1.78455794103142,-0.461566397738024,0,0,0,0,0,0,1,0,0,0,0,1
"833","Mollusca","Early","Mytilus galloprovincialis",9.51890176843551,"organism","water","Marine","Acute",2,"translocatable",3,"not_available","Fitness","Development",5.05327966578444,2.44445011536153,0,1,0,0,0,0,0,0,0,0,1,0
